#    L    TT             EE             BB             TE             PP             TP             EP          
  2000   0.229092E+03   0.901743E+01   0.000000E+00  -0.219323E+02   0.205214E-08   0.704959E-06  -0.701616E-07
  2001   0.229353E+03   0.894382E+01   0.000000E+00  -0.219160E+02   0.205033E-08   0.707334E-06  -0.698114E-07
  2002   0.229611E+03   0.887006E+01   0.000000E+00  -0.218956E+02   0.204852E-08   0.708955E-06  -0.694257E-07
  2003   0.229866E+03   0.879614E+01   0.000000E+00  -0.218709E+02   0.204670E-08   0.709846E-06  -0.690052E-07
  2004   0.230118E+03   0.872208E+01   0.000000E+00  -0.218420E+02   0.204490E-08   0.710032E-06  -0.685507E-07
  2005   0.230367E+03   0.864802E+01   0.000000E+00  -0.218090E+02   0.204309E-08   0.709538E-06  -0.680631E-07
  2006   0.230612E+03   0.857381E+01   0.000000E+00  -0.217718E+02   0.204129E-08   0.708389E-06  -0.675431E-07
  2007   0.230852E+03   0.849960E+01   0.000000E+00  -0.217305E+02   0.203948E-08   0.706609E-06  -0.669917E-07
  2008   0.231090E+03   0.842539E+01   0.000000E+00  -0.216850E+02   0.203768E-08   0.704225E-06  -0.664097E-07
  2009   0.231322E+03   0.835118E+01   0.000000E+00  -0.216355E+02   0.203589E-08   0.701259E-06  -0.657978E-07
  2010   0.231550E+03   0.827704E+01   0.000000E+00  -0.215819E+02   0.203409E-08   0.697738E-06  -0.651568E-07
  2011   0.231773E+03   0.820290E+01   0.000000E+00  -0.215242E+02   0.203230E-08   0.693686E-06  -0.644877E-07
  2012   0.231991E+03   0.812884E+01   0.000000E+00  -0.214624E+02   0.203051E-08   0.689127E-06  -0.637913E-07
  2013   0.232203E+03   0.805485E+01   0.000000E+00  -0.213967E+02   0.202872E-08   0.684088E-06  -0.630682E-07
  2014   0.232409E+03   0.798100E+01   0.000000E+00  -0.213270E+02   0.202694E-08   0.678592E-06  -0.623195E-07
  2015   0.232610E+03   0.790731E+01   0.000000E+00  -0.212534E+02   0.202515E-08   0.672664E-06  -0.615459E-07
  2016   0.232804E+03   0.783384E+01   0.000000E+00  -0.211759E+02   0.202337E-08   0.666330E-06  -0.607482E-07
  2017   0.232993E+03   0.776052E+01   0.000000E+00  -0.210947E+02   0.202159E-08   0.659614E-06  -0.599272E-07
  2018   0.233174E+03   0.768742E+01   0.000000E+00  -0.210096E+02   0.201982E-08   0.652540E-06  -0.590838E-07
  2019   0.233349E+03   0.761461E+01   0.000000E+00  -0.209209E+02   0.201804E-08   0.645135E-06  -0.582188E-07
  2020   0.233517E+03   0.754203E+01   0.000000E+00  -0.208284E+02   0.201627E-08   0.637421E-06  -0.573331E-07
  2021   0.233678E+03   0.746982E+01   0.000000E+00  -0.207323E+02   0.201450E-08   0.629426E-06  -0.564274E-07
  2022   0.233833E+03   0.739787E+01   0.000000E+00  -0.206326E+02   0.201273E-08   0.621172E-06  -0.555025E-07
  2023   0.233979E+03   0.732629E+01   0.000000E+00  -0.205295E+02   0.201097E-08   0.612686E-06  -0.545594E-07
  2024   0.234118E+03   0.725507E+01   0.000000E+00  -0.204227E+02   0.200920E-08   0.603991E-06  -0.535987E-07
  2025   0.234250E+03   0.718424E+01   0.000000E+00  -0.203125E+02   0.200744E-08   0.595113E-06  -0.526215E-07
  2026   0.234372E+03   0.711381E+01   0.000000E+00  -0.201989E+02   0.200569E-08   0.586077E-06  -0.516283E-07
  2027   0.234487E+03   0.704381E+01   0.000000E+00  -0.200819E+02   0.200393E-08   0.576907E-06  -0.506202E-07
  2028   0.234593E+03   0.697425E+01   0.000000E+00  -0.199615E+02   0.200218E-08   0.567629E-06  -0.495978E-07
  2029   0.234690E+03   0.690515E+01   0.000000E+00  -0.198379E+02   0.200042E-08   0.558266E-06  -0.485621E-07
  2030   0.234779E+03   0.683654E+01   0.000000E+00  -0.197111E+02   0.199867E-08   0.548845E-06  -0.475139E-07
  2031   0.234859E+03   0.676845E+01   0.000000E+00  -0.195811E+02   0.199693E-08   0.539389E-06  -0.464539E-07
  2032   0.234930E+03   0.670087E+01   0.000000E+00  -0.194481E+02   0.199518E-08   0.529924E-06  -0.453831E-07
  2033   0.234991E+03   0.663385E+01   0.000000E+00  -0.193120E+02   0.199344E-08   0.520474E-06  -0.443022E-07
  2034   0.235043E+03   0.656741E+01   0.000000E+00  -0.191729E+02   0.199170E-08   0.511064E-06  -0.432120E-07
  2035   0.235085E+03   0.650155E+01   0.000000E+00  -0.190309E+02   0.198996E-08   0.501720E-06  -0.421134E-07
  2036   0.235118E+03   0.643630E+01   0.000000E+00  -0.188860E+02   0.198822E-08   0.492465E-06  -0.410072E-07
  2037   0.235140E+03   0.637167E+01   0.000000E+00  -0.187383E+02   0.198649E-08   0.483326E-06  -0.398942E-07
  2038   0.235153E+03   0.630768E+01   0.000000E+00  -0.185878E+02   0.198476E-08   0.474325E-06  -0.387753E-07
  2039   0.235155E+03   0.624435E+01   0.000000E+00  -0.184347E+02   0.198303E-08   0.465490E-06  -0.376512E-07
  2040   0.235147E+03   0.618169E+01   0.000000E+00  -0.182789E+02   0.198130E-08   0.456843E-06  -0.365228E-07
  2041   0.235127E+03   0.611971E+01   0.000000E+00  -0.181205E+02   0.197958E-08   0.448411E-06  -0.353910E-07
  2042   0.235098E+03   0.605844E+01   0.000000E+00  -0.179596E+02   0.197785E-08   0.440217E-06  -0.342565E-07
  2043   0.235058E+03   0.599790E+01   0.000000E+00  -0.177962E+02   0.197613E-08   0.432287E-06  -0.331201E-07
  2044   0.235006E+03   0.593811E+01   0.000000E+00  -0.176305E+02   0.197441E-08   0.424646E-06  -0.319828E-07
  2045   0.234945E+03   0.587907E+01   0.000000E+00  -0.174625E+02   0.197270E-08   0.417319E-06  -0.308452E-07
  2046   0.234872E+03   0.582080E+01   0.000000E+00  -0.172921E+02   0.197098E-08   0.410329E-06  -0.297083E-07
  2047   0.234787E+03   0.576332E+01   0.000000E+00  -0.171197E+02   0.196927E-08   0.403703E-06  -0.285729E-07
  2048   0.234692E+03   0.570666E+01   0.000000E+00  -0.169452E+02   0.196756E-08   0.397464E-06  -0.274397E-07
  2049   0.234586E+03   0.565081E+01   0.000000E+00  -0.167687E+02   0.196585E-08   0.391639E-06  -0.263096E-07
  2050   0.234468E+03   0.559580E+01   0.000000E+00  -0.165902E+02   0.196415E-08   0.386251E-06  -0.251835E-07
  2051   0.234339E+03   0.554164E+01   0.000000E+00  -0.164098E+02   0.196244E-08   0.381320E-06  -0.240621E-07
  2052   0.234199E+03   0.548833E+01   0.000000E+00  -0.162276E+02   0.196074E-08   0.376843E-06  -0.229459E-07
  2053   0.234046E+03   0.543589E+01   0.000000E+00  -0.160436E+02   0.195904E-08   0.372814E-06  -0.218356E-07
  2054   0.233882E+03   0.538433E+01   0.000000E+00  -0.158580E+02   0.195735E-08   0.369224E-06  -0.207316E-07
  2055   0.233706E+03   0.533367E+01   0.000000E+00  -0.156706E+02   0.195565E-08   0.366066E-06  -0.196344E-07
  2056   0.233519E+03   0.528390E+01   0.000000E+00  -0.154818E+02   0.195396E-08   0.363332E-06  -0.185447E-07
  2057   0.233319E+03   0.523505E+01   0.000000E+00  -0.152914E+02   0.195227E-08   0.361015E-06  -0.174629E-07
  2058   0.233108E+03   0.518713E+01   0.000000E+00  -0.150996E+02   0.195058E-08   0.359106E-06  -0.163895E-07
  2059   0.232884E+03   0.514013E+01   0.000000E+00  -0.149066E+02   0.194889E-08   0.357598E-06  -0.153251E-07
  2060   0.232649E+03   0.509409E+01   0.000000E+00  -0.147122E+02   0.194721E-08   0.356483E-06  -0.142703E-07
  2061   0.232402E+03   0.504899E+01   0.000000E+00  -0.145166E+02   0.194552E-08   0.355754E-06  -0.132254E-07
  2062   0.232143E+03   0.500486E+01   0.000000E+00  -0.143199E+02   0.194384E-08   0.355403E-06  -0.121912E-07
  2063   0.231872E+03   0.496170E+01   0.000000E+00  -0.141222E+02   0.194217E-08   0.355423E-06  -0.111680E-07
  2064   0.231589E+03   0.491952E+01   0.000000E+00  -0.139236E+02   0.194049E-08   0.355805E-06  -0.101565E-07
  2065   0.231295E+03   0.487833E+01   0.000000E+00  -0.137240E+02   0.193882E-08   0.356542E-06  -0.915710E-08
  2066   0.230988E+03   0.483813E+01   0.000000E+00  -0.135236E+02   0.193714E-08   0.357626E-06  -0.817040E-08
  2067   0.230669E+03   0.479894E+01   0.000000E+00  -0.133225E+02   0.193547E-08   0.359050E-06  -0.719691E-08
  2068   0.230339E+03   0.476074E+01   0.000000E+00  -0.131207E+02   0.193381E-08   0.360806E-06  -0.623716E-08
  2069   0.229997E+03   0.472356E+01   0.000000E+00  -0.129183E+02   0.193214E-08   0.362886E-06  -0.529168E-08
  2070   0.229643E+03   0.468741E+01   0.000000E+00  -0.127153E+02   0.193048E-08   0.365282E-06  -0.436099E-08
  2071   0.229277E+03   0.465227E+01   0.000000E+00  -0.125119E+02   0.192882E-08   0.367988E-06  -0.344563E-08
  2072   0.228899E+03   0.461815E+01   0.000000E+00  -0.123082E+02   0.192716E-08   0.370995E-06  -0.254613E-08
  2073   0.228510E+03   0.458506E+01   0.000000E+00  -0.121041E+02   0.192550E-08   0.374295E-06  -0.166301E-08
  2074   0.228109E+03   0.455302E+01   0.000000E+00  -0.118997E+02   0.192384E-08   0.377881E-06  -0.796801E-09
  2075   0.227696E+03   0.452201E+01   0.000000E+00  -0.116952E+02   0.192219E-08   0.381746E-06   0.519669E-10
  2076   0.227271E+03   0.449203E+01   0.000000E+00  -0.114906E+02   0.192054E-08   0.385881E-06   0.882766E-09
  2077   0.226835E+03   0.446310E+01   0.000000E+00  -0.112859E+02   0.191889E-08   0.390278E-06   0.169507E-08
  2078   0.226387E+03   0.443522E+01   0.000000E+00  -0.110813E+02   0.191724E-08   0.394931E-06   0.248834E-08
  2079   0.225928E+03   0.440838E+01   0.000000E+00  -0.108768E+02   0.191560E-08   0.399832E-06   0.326206E-08
  2080   0.225458E+03   0.438259E+01   0.000000E+00  -0.106725E+02   0.191395E-08   0.404972E-06   0.401569E-08
  2081   0.224976E+03   0.435785E+01   0.000000E+00  -0.104684E+02   0.191231E-08   0.410344E-06   0.474872E-08
  2082   0.224484E+03   0.433417E+01   0.000000E+00  -0.102648E+02   0.191067E-08   0.415941E-06   0.546060E-08
  2083   0.223980E+03   0.431153E+01   0.000000E+00  -0.100615E+02   0.190904E-08   0.421754E-06   0.615081E-08
  2084   0.223465E+03   0.428996E+01   0.000000E+00  -0.985870E+01   0.190740E-08   0.427777E-06   0.681882E-08
  2085   0.222941E+03   0.426943E+01   0.000000E+00  -0.965649E+01   0.190577E-08   0.434001E-06   0.746411E-08
  2086   0.222405E+03   0.424995E+01   0.000000E+00  -0.945487E+01   0.190414E-08   0.440419E-06   0.808614E-08
  2087   0.221858E+03   0.423152E+01   0.000000E+00  -0.925392E+01   0.190251E-08   0.447023E-06   0.868438E-08
  2088   0.221301E+03   0.421413E+01   0.000000E+00  -0.905372E+01   0.190088E-08   0.453806E-06   0.925832E-08
  2089   0.220734E+03   0.419778E+01   0.000000E+00  -0.885433E+01   0.189926E-08   0.460759E-06   0.980741E-08
  2090   0.220156E+03   0.418248E+01   0.000000E+00  -0.865584E+01   0.189763E-08   0.467875E-06   0.103311E-07
  2091   0.219568E+03   0.416822E+01   0.000000E+00  -0.845823E+01   0.189601E-08   0.475146E-06   0.108289E-07
  2092   0.218969E+03   0.415498E+01   0.000000E+00  -0.826167E+01   0.189439E-08   0.482566E-06   0.113003E-07
  2093   0.218360E+03   0.414278E+01   0.000000E+00  -0.806622E+01   0.189278E-08   0.490125E-06   0.117448E-07
  2094   0.217742E+03   0.413160E+01   0.000000E+00  -0.787181E+01   0.189116E-08   0.497816E-06   0.121617E-07
  2095   0.217114E+03   0.412144E+01   0.000000E+00  -0.767866E+01   0.188955E-08   0.505633E-06   0.125507E-07
  2096   0.216477E+03   0.411230E+01   0.000000E+00  -0.748677E+01   0.188794E-08   0.513566E-06   0.129111E-07
  2097   0.215830E+03   0.410416E+01   0.000000E+00  -0.729618E+01   0.188633E-08   0.521608E-06   0.132424E-07
  2098   0.215173E+03   0.409704E+01   0.000000E+00  -0.710699E+01   0.188472E-08   0.529752E-06   0.135441E-07
  2099   0.214507E+03   0.409090E+01   0.000000E+00  -0.691923E+01   0.188311E-08   0.537991E-06   0.138157E-07
  2100   0.213832E+03   0.408576E+01   0.000000E+00  -0.673297E+01   0.188151E-08   0.546315E-06   0.140567E-07
  2101   0.213148E+03   0.408161E+01   0.000000E+00  -0.654826E+01   0.187991E-08   0.554717E-06   0.142667E-07
  2102   0.212455E+03   0.407842E+01   0.000000E+00  -0.636516E+01   0.187831E-08   0.563187E-06   0.144468E-07
  2103   0.211753E+03   0.407621E+01   0.000000E+00  -0.618373E+01   0.187671E-08   0.571713E-06   0.145982E-07
  2104   0.211042E+03   0.407496E+01   0.000000E+00  -0.600402E+01   0.187512E-08   0.580283E-06   0.147220E-07
  2105   0.210323E+03   0.407467E+01   0.000000E+00  -0.582610E+01   0.187352E-08   0.588887E-06   0.148196E-07
  2106   0.209596E+03   0.407531E+01   0.000000E+00  -0.564999E+01   0.187193E-08   0.597513E-06   0.148921E-07
  2107   0.208860E+03   0.407689E+01   0.000000E+00  -0.547577E+01   0.187034E-08   0.606150E-06   0.149408E-07
  2108   0.208116E+03   0.407939E+01   0.000000E+00  -0.530348E+01   0.186875E-08   0.614787E-06   0.149669E-07
  2109   0.207365E+03   0.408281E+01   0.000000E+00  -0.513318E+01   0.186717E-08   0.623411E-06   0.149717E-07
  2110   0.206606E+03   0.408713E+01   0.000000E+00  -0.496491E+01   0.186559E-08   0.632013E-06   0.149563E-07
  2111   0.205840E+03   0.409235E+01   0.000000E+00  -0.479872E+01   0.186400E-08   0.640580E-06   0.149219E-07
  2112   0.205067E+03   0.409846E+01   0.000000E+00  -0.463468E+01   0.186242E-08   0.649102E-06   0.148699E-07
  2113   0.204287E+03   0.410544E+01   0.000000E+00  -0.447280E+01   0.186085E-08   0.657566E-06   0.148014E-07
  2114   0.203500E+03   0.411329E+01   0.000000E+00  -0.431314E+01   0.185927E-08   0.665962E-06   0.147177E-07
  2115   0.202707E+03   0.412198E+01   0.000000E+00  -0.415574E+01   0.185769E-08   0.674279E-06   0.146200E-07
  2116   0.201907E+03   0.413151E+01   0.000000E+00  -0.400064E+01   0.185612E-08   0.682505E-06   0.145095E-07
  2117   0.201101E+03   0.414188E+01   0.000000E+00  -0.384788E+01   0.185455E-08   0.690629E-06   0.143875E-07
  2118   0.200288E+03   0.415305E+01   0.000000E+00  -0.369751E+01   0.185298E-08   0.698639E-06   0.142551E-07
  2119   0.199471E+03   0.416502E+01   0.000000E+00  -0.354956E+01   0.185142E-08   0.706525E-06   0.141136E-07
  2120   0.198646E+03   0.417779E+01   0.000000E+00  -0.340406E+01   0.184985E-08   0.714275E-06   0.139643E-07
  2121   0.197817E+03   0.419133E+01   0.000000E+00  -0.326106E+01   0.184829E-08   0.721877E-06   0.138083E-07
  2122   0.196983E+03   0.420563E+01   0.000000E+00  -0.312059E+01   0.184673E-08   0.729321E-06   0.136469E-07
  2123   0.196143E+03   0.422069E+01   0.000000E+00  -0.298268E+01   0.184517E-08   0.736594E-06   0.134813E-07
  2124   0.195299E+03   0.423647E+01   0.000000E+00  -0.284737E+01   0.184361E-08   0.743687E-06   0.133127E-07
  2125   0.194449E+03   0.425298E+01   0.000000E+00  -0.271469E+01   0.184206E-08   0.750587E-06   0.131424E-07
  2126   0.193596E+03   0.427020E+01   0.000000E+00  -0.258466E+01   0.184050E-08   0.757283E-06   0.129716E-07
  2127   0.192738E+03   0.428811E+01   0.000000E+00  -0.245734E+01   0.183895E-08   0.763764E-06   0.128015E-07
  2128   0.191876E+03   0.430670E+01   0.000000E+00  -0.233273E+01   0.183740E-08   0.770019E-06   0.126333E-07
  2129   0.191011E+03   0.432595E+01   0.000000E+00  -0.221087E+01   0.183585E-08   0.776036E-06   0.124683E-07
  2130   0.190141E+03   0.434584E+01   0.000000E+00  -0.209179E+01   0.183431E-08   0.781804E-06   0.123077E-07
  2131   0.189269E+03   0.436637E+01   0.000000E+00  -0.197552E+01   0.183276E-08   0.787312E-06   0.121527E-07
  2132   0.188392E+03   0.438752E+01   0.000000E+00  -0.186208E+01   0.183122E-08   0.792548E-06   0.120046E-07
  2133   0.187513E+03   0.440926E+01   0.000000E+00  -0.175149E+01   0.182968E-08   0.797501E-06   0.118646E-07
  2134   0.186631E+03   0.443160E+01   0.000000E+00  -0.164378E+01   0.182814E-08   0.802160E-06   0.117338E-07
  2135   0.185746E+03   0.445450E+01   0.000000E+00  -0.153896E+01   0.182661E-08   0.806514E-06   0.116136E-07
  2136   0.184859E+03   0.447795E+01   0.000000E+00  -0.143705E+01   0.182507E-08   0.810551E-06   0.115052E-07
  2137   0.183969E+03   0.450195E+01   0.000000E+00  -0.133807E+01   0.182354E-08   0.814260E-06   0.114097E-07
  2138   0.183078E+03   0.452647E+01   0.000000E+00  -0.124202E+01   0.182201E-08   0.817629E-06   0.113285E-07
  2139   0.182185E+03   0.455149E+01   0.000000E+00  -0.114894E+01   0.182048E-08   0.820648E-06   0.112626E-07
  2140   0.181291E+03   0.457701E+01   0.000000E+00  -0.105884E+01   0.181895E-08   0.823305E-06   0.112135E-07
  2141   0.180395E+03   0.460299E+01   0.000000E+00  -0.971731E+00   0.181743E-08   0.825588E-06   0.111822E-07
  2142   0.179499E+03   0.462944E+01   0.000000E+00  -0.887611E+00   0.181590E-08   0.827487E-06   0.111701E-07
  2143   0.178601E+03   0.465632E+01   0.000000E+00  -0.806508E+00   0.181438E-08   0.828990E-06   0.111783E-07
  2144   0.177703E+03   0.468363E+01   0.000000E+00  -0.728422E+00   0.181286E-08   0.830086E-06   0.112081E-07
  2145   0.176804E+03   0.471134E+01   0.000000E+00  -0.653374E+00   0.181134E-08   0.830764E-06   0.112607E-07
  2146   0.175904E+03   0.473942E+01   0.000000E+00  -0.581371E+00   0.180983E-08   0.831012E-06   0.113373E-07
  2147   0.175005E+03   0.476789E+01   0.000000E+00  -0.512419E+00   0.180831E-08   0.830818E-06   0.114392E-07
  2148   0.174105E+03   0.479671E+01   0.000000E+00  -0.446521E+00   0.180680E-08   0.830173E-06   0.115675E-07
  2149   0.173206E+03   0.482586E+01   0.000000E+00  -0.383680E+00   0.180529E-08   0.829064E-06   0.117236E-07
  2150   0.172308E+03   0.485533E+01   0.000000E+00  -0.323902E+00   0.180378E-08   0.827480E-06   0.119086E-07
  2151   0.171410E+03   0.488509E+01   0.000000E+00  -0.267190E+00   0.180227E-08   0.825414E-06   0.121233E-07
  2152   0.170512E+03   0.491514E+01   0.000000E+00  -0.213547E+00   0.180077E-08   0.822881E-06   0.123670E-07
  2153   0.169616E+03   0.494545E+01   0.000000E+00  -0.162975E+00   0.179926E-08   0.819899E-06   0.126385E-07
  2154   0.168721E+03   0.497601E+01   0.000000E+00  -0.115470E+00   0.179776E-08   0.816486E-06   0.129367E-07
  2155   0.167828E+03   0.500680E+01   0.000000E+00  -0.710264E-01   0.179626E-08   0.812661E-06   0.132602E-07
  2156   0.166936E+03   0.503779E+01   0.000000E+00  -0.296369E-01   0.179476E-08   0.808443E-06   0.136079E-07
  2157   0.166046E+03   0.506899E+01   0.000000E+00   0.870416E-02   0.179327E-08   0.803849E-06   0.139787E-07
  2158   0.165159E+03   0.510036E+01   0.000000E+00   0.440032E-01   0.179177E-08   0.798899E-06   0.143713E-07
  2159   0.164272E+03   0.513189E+01   0.000000E+00   0.762660E-01   0.179028E-08   0.793610E-06   0.147846E-07
  2160   0.163389E+03   0.516356E+01   0.000000E+00   0.105501E+00   0.178879E-08   0.788003E-06   0.152173E-07
  2161   0.162508E+03   0.519536E+01   0.000000E+00   0.131717E+00   0.178730E-08   0.782094E-06   0.156684E-07
  2162   0.161630E+03   0.522726E+01   0.000000E+00   0.154929E+00   0.178581E-08   0.775903E-06   0.161365E-07
  2163   0.160755E+03   0.525926E+01   0.000000E+00   0.175147E+00   0.178433E-08   0.769447E-06   0.166205E-07
  2164   0.159883E+03   0.529132E+01   0.000000E+00   0.192385E+00   0.178284E-08   0.762747E-06   0.171193E-07
  2165   0.159013E+03   0.532344E+01   0.000000E+00   0.206654E+00   0.178136E-08   0.755819E-06   0.176316E-07
  2166   0.158148E+03   0.535559E+01   0.000000E+00   0.217966E+00   0.177988E-08   0.748683E-06   0.181562E-07
  2167   0.157286E+03   0.538775E+01   0.000000E+00   0.226338E+00   0.177840E-08   0.741357E-06   0.186920E-07
  2168   0.156428E+03   0.541993E+01   0.000000E+00   0.231790E+00   0.177693E-08   0.733860E-06   0.192377E-07
  2169   0.155574E+03   0.545208E+01   0.000000E+00   0.234351E+00   0.177545E-08   0.726210E-06   0.197923E-07
  2170   0.154724E+03   0.548421E+01   0.000000E+00   0.234044E+00   0.177398E-08   0.718426E-06   0.203544E-07
  2171   0.153877E+03   0.551629E+01   0.000000E+00   0.230896E+00   0.177251E-08   0.710526E-06   0.209229E-07
  2172   0.153036E+03   0.554831E+01   0.000000E+00   0.224934E+00   0.177104E-08   0.702529E-06   0.214966E-07
  2173   0.152200E+03   0.558025E+01   0.000000E+00   0.216182E+00   0.176957E-08   0.694453E-06   0.220744E-07
  2174   0.151369E+03   0.561211E+01   0.000000E+00   0.204667E+00   0.176810E-08   0.686316E-06   0.226550E-07
  2175   0.150542E+03   0.564385E+01   0.000000E+00   0.190414E+00   0.176664E-08   0.678138E-06   0.232373E-07
  2176   0.149721E+03   0.567547E+01   0.000000E+00   0.173450E+00   0.176518E-08   0.669937E-06   0.238200E-07
  2177   0.148906E+03   0.570695E+01   0.000000E+00   0.153799E+00   0.176371E-08   0.661731E-06   0.244020E-07
  2178   0.148095E+03   0.573827E+01   0.000000E+00   0.131487E+00   0.176226E-08   0.653540E-06   0.249821E-07
  2179   0.147291E+03   0.576942E+01   0.000000E+00   0.106541E+00   0.176080E-08   0.645380E-06   0.255590E-07
  2180   0.146492E+03   0.580038E+01   0.000000E+00   0.789870E-01   0.175934E-08   0.637271E-06   0.261317E-07
  2181   0.145698E+03   0.583112E+01   0.000000E+00   0.488509E-01   0.175789E-08   0.629232E-06   0.266989E-07
  2182   0.144912E+03   0.586165E+01   0.000000E+00   0.161669E-01   0.175644E-08   0.621281E-06   0.272595E-07
  2183   0.144131E+03   0.589194E+01   0.000000E+00  -0.190298E-01   0.175498E-08   0.613436E-06   0.278122E-07
  2184   0.143357E+03   0.592198E+01   0.000000E+00  -0.567042E-01   0.175354E-08   0.605716E-06   0.283559E-07
  2185   0.142588E+03   0.595176E+01   0.000000E+00  -0.968216E-01   0.175209E-08   0.598140E-06   0.288893E-07
  2186   0.141827E+03   0.598126E+01   0.000000E+00  -0.139346E+00   0.175064E-08   0.590726E-06   0.294113E-07
  2187   0.141073E+03   0.601046E+01   0.000000E+00  -0.184242E+00   0.174920E-08   0.583492E-06   0.299207E-07
  2188   0.140324E+03   0.603936E+01   0.000000E+00  -0.231477E+00   0.174776E-08   0.576458E-06   0.304163E-07
  2189   0.139584E+03   0.606793E+01   0.000000E+00  -0.281012E+00   0.174632E-08   0.569641E-06   0.308970E-07
  2190   0.138850E+03   0.609617E+01   0.000000E+00  -0.332812E+00   0.174488E-08   0.563060E-06   0.313614E-07
  2191   0.138124E+03   0.612405E+01   0.000000E+00  -0.386841E+00   0.174344E-08   0.556734E-06   0.318086E-07
  2192   0.137405E+03   0.615158E+01   0.000000E+00  -0.443062E+00   0.174201E-08   0.550681E-06   0.322371E-07
  2193   0.136693E+03   0.617872E+01   0.000000E+00  -0.501440E+00   0.174057E-08   0.544920E-06   0.326460E-07
  2194   0.135988E+03   0.620546E+01   0.000000E+00  -0.561938E+00   0.173914E-08   0.539469E-06   0.330339E-07
  2195   0.135291E+03   0.623179E+01   0.000000E+00  -0.624519E+00   0.173771E-08   0.534346E-06   0.333997E-07
  2196   0.134602E+03   0.625771E+01   0.000000E+00  -0.689138E+00   0.173628E-08   0.529571E-06   0.337423E-07
  2197   0.133921E+03   0.628319E+01   0.000000E+00  -0.755753E+00   0.173486E-08   0.525162E-06   0.340603E-07
  2198   0.133247E+03   0.630822E+01   0.000000E+00  -0.824310E+00   0.173343E-08   0.521137E-06   0.343527E-07
  2199   0.132581E+03   0.633280E+01   0.000000E+00  -0.894777E+00   0.173201E-08   0.517515E-06   0.346182E-07
  2200   0.131924E+03   0.635692E+01   0.000000E+00  -0.967101E+00   0.173059E-08   0.514314E-06   0.348556E-07
  2201   0.131274E+03   0.638055E+01   0.000000E+00  -0.104125E+01   0.172917E-08   0.511547E-06   0.350642E-07
  2202   0.130633E+03   0.640370E+01   0.000000E+00  -0.111715E+01   0.172775E-08   0.509202E-06   0.352443E-07
  2203   0.130000E+03   0.642635E+01   0.000000E+00  -0.119478E+01   0.172633E-08   0.507261E-06   0.353967E-07
  2204   0.129376E+03   0.644849E+01   0.000000E+00  -0.127410E+01   0.172492E-08   0.505706E-06   0.355221E-07
  2205   0.128760E+03   0.647011E+01   0.000000E+00  -0.135505E+01   0.172350E-08   0.504520E-06   0.356214E-07
  2206   0.128153E+03   0.649120E+01   0.000000E+00  -0.143760E+01   0.172209E-08   0.503685E-06   0.356953E-07
  2207   0.127554E+03   0.651174E+01   0.000000E+00  -0.152171E+01   0.172068E-08   0.503183E-06   0.357446E-07
  2208   0.126963E+03   0.653172E+01   0.000000E+00  -0.160732E+01   0.171927E-08   0.502996E-06   0.357700E-07
  2209   0.126381E+03   0.655114E+01   0.000000E+00  -0.169440E+01   0.171786E-08   0.503106E-06   0.357723E-07
  2210   0.125809E+03   0.656999E+01   0.000000E+00  -0.178289E+01   0.171646E-08   0.503495E-06   0.357523E-07
  2211   0.125244E+03   0.658826E+01   0.000000E+00  -0.187276E+01   0.171506E-08   0.504146E-06   0.357107E-07
  2212   0.124688E+03   0.660594E+01   0.000000E+00  -0.196394E+01   0.171365E-08   0.505041E-06   0.356484E-07
  2213   0.124142E+03   0.662301E+01   0.000000E+00  -0.205639E+01   0.171225E-08   0.506162E-06   0.355660E-07
  2214   0.123604E+03   0.663949E+01   0.000000E+00  -0.215006E+01   0.171086E-08   0.507491E-06   0.354643E-07
  2215   0.123074E+03   0.665535E+01   0.000000E+00  -0.224491E+01   0.170946E-08   0.509010E-06   0.353442E-07
  2216   0.122554E+03   0.667058E+01   0.000000E+00  -0.234087E+01   0.170806E-08   0.510702E-06   0.352063E-07
  2217   0.122043E+03   0.668520E+01   0.000000E+00  -0.243791E+01   0.170667E-08   0.512548E-06   0.350515E-07
  2218   0.121541E+03   0.669918E+01   0.000000E+00  -0.253597E+01   0.170528E-08   0.514531E-06   0.348805E-07
  2219   0.121047E+03   0.671252E+01   0.000000E+00  -0.263500E+01   0.170389E-08   0.516633E-06   0.346941E-07
  2220   0.120562E+03   0.672522E+01   0.000000E+00  -0.273496E+01   0.170250E-08   0.518837E-06   0.344930E-07
  2221   0.120087E+03   0.673727E+01   0.000000E+00  -0.283580E+01   0.170111E-08   0.521123E-06   0.342780E-07
  2222   0.119620E+03   0.674867E+01   0.000000E+00  -0.293745E+01   0.169973E-08   0.523475E-06   0.340500E-07
  2223   0.119163E+03   0.675941E+01   0.000000E+00  -0.303988E+01   0.169834E-08   0.525875E-06   0.338095E-07
  2224   0.118715E+03   0.676949E+01   0.000000E+00  -0.314304E+01   0.169696E-08   0.528305E-06   0.335575E-07
  2225   0.118276E+03   0.677888E+01   0.000000E+00  -0.324688E+01   0.169558E-08   0.530747E-06   0.332947E-07
  2226   0.117845E+03   0.678761E+01   0.000000E+00  -0.335134E+01   0.169420E-08   0.533183E-06   0.330218E-07
  2227   0.117424E+03   0.679565E+01   0.000000E+00  -0.345638E+01   0.169282E-08   0.535595E-06   0.327397E-07
