#    L    TT             EE             BB             TE          
  2308   0.114467E+03   0.500799E+01   0.377066E-01  -0.809974E+01
  2309   0.114385E+03   0.498314E+01   0.376675E-01  -0.810892E+01
  2310   0.114304E+03   0.495820E+01   0.376285E-01  -0.811708E+01
  2311   0.114224E+03   0.493315E+01   0.375895E-01  -0.812414E+01
  2312   0.114144E+03   0.490801E+01   0.375507E-01  -0.813004E+01
  2313   0.114065E+03   0.488278E+01   0.375119E-01  -0.813491E+01
  2314   0.113987E+03   0.485748E+01   0.374732E-01  -0.813877E+01
  2315   0.113909E+03   0.483210E+01   0.374346E-01  -0.814146E+01
  2316   0.113831E+03   0.480666E+01   0.373961E-01  -0.814312E+01
  2317   0.113754E+03   0.478117E+01   0.373576E-01  -0.814368E+01
  2318   0.113677E+03   0.475561E+01   0.373192E-01  -0.814314E+01
  2319   0.113599E+03   0.473001E+01   0.372809E-01  -0.814157E+01
  2320   0.113522E+03   0.470436E+01   0.372427E-01  -0.813897E+01
  2321   0.113445E+03   0.467868E+01   0.372045E-01  -0.813525E+01
  2322   0.113368E+03   0.465298E+01   0.371664E-01  -0.813050E+01
  2323   0.113291E+03   0.462726E+01   0.371283E-01  -0.812470E+01
  2324   0.113214E+03   0.460152E+01   0.370903E-01  -0.811786E+01
  2325   0.113136E+03   0.457578E+01   0.370524E-01  -0.811004E+01
  2326   0.113058E+03   0.455006E+01   0.370145E-01  -0.810116E+01
  2327   0.112979E+03   0.452433E+01   0.369767E-01  -0.809122E+01
  2328   0.112900E+03   0.449864E+01   0.369389E-01  -0.808036E+01
  2329   0.112822E+03   0.447297E+01   0.369012E-01  -0.806850E+01
  2330   0.112742E+03   0.444734E+01   0.368635E-01  -0.805564E+01
  2331   0.112661E+03   0.442174E+01   0.368259E-01  -0.804185E+01
  2332   0.112580E+03   0.439619E+01   0.367883E-01  -0.802704E+01
  2333   0.112498E+03   0.437069E+01   0.367508E-01  -0.801127E+01
  2334   0.112416E+03   0.434524E+01   0.367133E-01  -0.799456E+01
  2335   0.112332E+03   0.431986E+01   0.366758E-01  -0.797688E+01
  2336   0.112247E+03   0.429453E+01   0.366384E-01  -0.795830E+01
  2337   0.112162E+03   0.426929E+01   0.366010E-01  -0.793882E+01
  2338   0.112076E+03   0.424413E+01   0.365637E-01  -0.791836E+01
  2339   0.111988E+03   0.421905E+01   0.365264E-01  -0.789705E+01
  2340   0.111900E+03   0.419407E+01   0.364891E-01  -0.787488E+01
  2341   0.111810E+03   0.416918E+01   0.364518E-01  -0.785178E+01
  2342   0.111719E+03   0.414441E+01   0.364146E-01  -0.782781E+01
  2343   0.111627E+03   0.411974E+01   0.363774E-01  -0.780303E+01
  2344   0.111534E+03   0.409519E+01   0.363402E-01  -0.777743E+01
  2345   0.111439E+03   0.407077E+01   0.363030E-01  -0.775094E+01
  2346   0.111343E+03   0.404647E+01   0.362658E-01  -0.772368E+01
  2347   0.111245E+03   0.402230E+01   0.362287E-01  -0.769558E+01
  2348   0.111146E+03   0.399826E+01   0.361916E-01  -0.766670E+01
  2349   0.111045E+03   0.397437E+01   0.361545E-01  -0.763703E+01
  2350   0.110943E+03   0.395062E+01   0.361174E-01  -0.760663E+01
  2351   0.110840E+03   0.392703E+01   0.360803E-01  -0.757541E+01
  2352   0.110735E+03   0.390359E+01   0.360432E-01  -0.754352E+01
  2353   0.110628E+03   0.388032E+01   0.360062E-01  -0.751087E+01
  2354   0.110519E+03   0.385722E+01   0.359691E-01  -0.747759E+01
  2355   0.110409E+03   0.383429E+01   0.359321E-01  -0.744353E+01
  2356   0.110296E+03   0.381155E+01   0.358950E-01  -0.740882E+01
  2357   0.110183E+03   0.378899E+01   0.358580E-01  -0.737353E+01
  2358   0.110067E+03   0.376662E+01   0.358210E-01  -0.733756E+01
  2359   0.109950E+03   0.374444E+01   0.357840E-01  -0.730099E+01
  2360   0.109831E+03   0.372246E+01   0.357470E-01  -0.726371E+01
  2361   0.109710E+03   0.370067E+01   0.357100E-01  -0.722595E+01
  2362   0.109587E+03   0.367910E+01   0.356729E-01  -0.718754E+01
  2363   0.109463E+03   0.365773E+01   0.356359E-01  -0.714862E+01
  2364   0.109335E+03   0.363656E+01   0.355989E-01  -0.710910E+01
  2365   0.109207E+03   0.361561E+01   0.355619E-01  -0.706912E+01
  2366   0.109077E+03   0.359489E+01   0.355249E-01  -0.702858E+01
  2367   0.108943E+03   0.357437E+01   0.354879E-01  -0.698755E+01
  2368   0.108809E+03   0.355409E+01   0.354509E-01  -0.694601E+01
  2369   0.108673E+03   0.353404E+01   0.354139E-01  -0.690410E+01
  2370   0.108533E+03   0.351422E+01   0.353769E-01  -0.686166E+01
  2371   0.108393E+03   0.349464E+01   0.353399E-01  -0.681882E+01
  2372   0.108250E+03   0.347529E+01   0.353029E-01  -0.677557E+01
  2373   0.108106E+03   0.345618E+01   0.352659E-01  -0.673197E+01
  2374   0.107958E+03   0.343733E+01   0.352289E-01  -0.668799E+01
  2375   0.107810E+03   0.341871E+01   0.351919E-01  -0.664364E+01
  2376   0.107659E+03   0.340035E+01   0.351549E-01  -0.659897E+01
  2377   0.107505E+03   0.338224E+01   0.351178E-01  -0.655396E+01
  2378   0.107350E+03   0.336438E+01   0.350808E-01  -0.650864E+01
  2379   0.107192E+03   0.334677E+01   0.350438E-01  -0.646305E+01
  2380   0.107033E+03   0.332943E+01   0.350068E-01  -0.641720E+01
  2381   0.106871E+03   0.331234E+01   0.349697E-01  -0.637109E+01
  2382   0.106707E+03   0.329551E+01   0.349327E-01  -0.632475E+01
  2383   0.106541E+03   0.327895E+01   0.348956E-01  -0.627819E+01
  2384   0.106372E+03   0.326266E+01   0.348586E-01  -0.623142E+01
  2385   0.106203E+03   0.324662E+01   0.348215E-01  -0.618447E+01
  2386   0.106030E+03   0.323086E+01   0.347844E-01  -0.613735E+01
  2387   0.105854E+03   0.321536E+01   0.347474E-01  -0.609009E+01
  2388   0.105678E+03   0.320014E+01   0.347103E-01  -0.604270E+01
  2389   0.105499E+03   0.318519E+01   0.346732E-01  -0.599520E+01
  2390   0.105317E+03   0.317051E+01   0.346361E-01  -0.594761E+01
  2391   0.105133E+03   0.315610E+01   0.345989E-01  -0.589995E+01
  2392   0.104948E+03   0.314198E+01   0.345618E-01  -0.585225E+01
  2393   0.104760E+03   0.312813E+01   0.345246E-01  -0.580450E+01
  2394   0.104570E+03   0.311455E+01   0.344875E-01  -0.575672E+01
  2395   0.104378E+03   0.310126E+01   0.344503E-01  -0.570895E+01
  2396   0.104185E+03   0.308824E+01   0.344131E-01  -0.566118E+01
  2397   0.103989E+03   0.307550E+01   0.343759E-01  -0.561343E+01
  2398   0.103791E+03   0.306304E+01   0.343386E-01  -0.556573E+01
  2399   0.103591E+03   0.305086E+01   0.343014E-01  -0.551808E+01
  2400   0.103388E+03   0.303895E+01   0.342641E-01  -0.547051E+01
  2401   0.103184E+03   0.302732E+01   0.342268E-01  -0.542302E+01
  2402   0.102978E+03   0.301597E+01   0.341895E-01  -0.537564E+01
  2403   0.102769E+03   0.300489E+01   0.341521E-01  -0.532839E+01
  2404   0.102559E+03   0.299410E+01   0.341148E-01  -0.528127E+01
  2405   0.102347E+03   0.298358E+01   0.340774E-01  -0.523431E+01
  2406   0.102132E+03   0.297334E+01   0.340399E-01  -0.518751E+01
  2407   0.101917E+03   0.296338E+01   0.340025E-01  -0.514090E+01
  2408   0.101698E+03   0.295368E+01   0.339650E-01  -0.509448E+01
  2409   0.101479E+03   0.294426E+01   0.339275E-01  -0.504828E+01
  2410   0.101256E+03   0.293512E+01   0.338900E-01  -0.500230E+01
  2411   0.101033E+03   0.292625E+01   0.338525E-01  -0.495657E+01
  2412   0.100807E+03   0.291764E+01   0.338149E-01  -0.491108E+01
  2413   0.100580E+03   0.290931E+01   0.337773E-01  -0.486587E+01
  2414   0.100351E+03   0.290124E+01   0.337396E-01  -0.482094E+01
  2415   0.100121E+03   0.289344E+01   0.337020E-01  -0.477630E+01
  2416   0.998886E+02   0.288591E+01   0.336643E-01  -0.473198E+01
  2417   0.996546E+02   0.287864E+01   0.336265E-01  -0.468799E+01
  2418   0.994193E+02   0.287163E+01   0.335888E-01  -0.464434E+01
  2419   0.991820E+02   0.286489E+01   0.335510E-01  -0.460104E+01
  2420   0.989442E+02   0.285840E+01   0.335132E-01  -0.455811E+01
  2421   0.987042E+02   0.285217E+01   0.334753E-01  -0.451556E+01
  2422   0.984630E+02   0.284620E+01   0.334375E-01  -0.447340E+01
  2423   0.982210E+02   0.284048E+01   0.333996E-01  -0.443164E+01
  2424   0.979770E+02   0.283500E+01   0.333616E-01  -0.439030E+01
  2425   0.977322E+02   0.282978E+01   0.333237E-01  -0.434939E+01
  2426   0.974860E+02   0.282480E+01   0.332857E-01  -0.430891E+01
  2427   0.972384E+02   0.282007E+01   0.332477E-01  -0.426887E+01
  2428   0.969899E+02   0.281557E+01   0.332097E-01  -0.422929E+01
  2429   0.967406E+02   0.281132E+01   0.331716E-01  -0.419019E+01
  2430   0.964898E+02   0.280730E+01   0.331336E-01  -0.415155E+01
  2431   0.962380E+02   0.280352E+01   0.330955E-01  -0.411342E+01
  2432   0.959854E+02   0.279996E+01   0.330573E-01  -0.407578E+01
  2433   0.957318E+02   0.279663E+01   0.330192E-01  -0.403865E+01
  2434   0.954780E+02   0.279353E+01   0.329811E-01  -0.400203E+01
  2435   0.952225E+02   0.279065E+01   0.329429E-01  -0.396594E+01
  2436   0.949666E+02   0.278799E+01   0.329047E-01  -0.393039E+01
  2437   0.947097E+02   0.278553E+01   0.328665E-01  -0.389538E+01
  2438   0.944524E+02   0.278330E+01   0.328283E-01  -0.386092E+01
  2439   0.941939E+02   0.278127E+01   0.327901E-01  -0.382702E+01
  2440   0.939349E+02   0.277945E+01   0.327519E-01  -0.379369E+01
  2441   0.936755E+02   0.277783E+01   0.327136E-01  -0.376093E+01
  2442   0.934155E+02   0.277641E+01   0.326754E-01  -0.372874E+01
  2443   0.931542E+02   0.277518E+01   0.326372E-01  -0.369714E+01
  2444   0.928930E+02   0.277414E+01   0.325989E-01  -0.366614E+01
  2445   0.926318E+02   0.277329E+01   0.325606E-01  -0.363573E+01
  2446   0.923692E+02   0.277263E+01   0.325224E-01  -0.360593E+01
  2447   0.921073E+02   0.277214E+01   0.324841E-01  -0.357674E+01
  2448   0.918446E+02   0.277184E+01   0.324458E-01  -0.354816E+01
  2449   0.915811E+02   0.277170E+01   0.324076E-01  -0.352020E+01
  2450   0.913181E+02   0.277174E+01   0.323693E-01  -0.349287E+01
  2451   0.910542E+02   0.277193E+01   0.323311E-01  -0.346616E+01
  2452   0.907908E+02   0.277229E+01   0.322928E-01  -0.344008E+01
  2453   0.905263E+02   0.277280E+01   0.322545E-01  -0.341464E+01
  2454   0.902623E+02   0.277347E+01   0.322163E-01  -0.338986E+01
  2455   0.899978E+02   0.277429E+01   0.321780E-01  -0.336570E+01
  2456   0.897337E+02   0.277525E+01   0.321398E-01  -0.334220E+01
  2457   0.894698E+02   0.277635E+01   0.321016E-01  -0.331934E+01
  2458   0.892054E+02   0.277758E+01   0.320633E-01  -0.329714E+01
  2459   0.889404E+02   0.277894E+01   0.320251E-01  -0.327559E+01
  2460   0.886763E+02   0.278044E+01   0.319869E-01  -0.325470E+01
  2461   0.884123E+02   0.278206E+01   0.319487E-01  -0.323446E+01
  2462   0.881476E+02   0.278379E+01   0.319105E-01  -0.321489E+01
  2463   0.878843E+02   0.278564E+01   0.318723E-01  -0.319597E+01
  2464   0.876203E+02   0.278761E+01   0.318342E-01  -0.317771E+01
  2465   0.873569E+02   0.278967E+01   0.317960E-01  -0.316011E+01
  2466   0.870935E+02   0.279184E+01   0.317578E-01  -0.314317E+01
  2467   0.868305E+02   0.279411E+01   0.317197E-01  -0.312689E+01
  2468   0.865682E+02   0.279648E+01   0.316815E-01  -0.311127E+01
  2469   0.863063E+02   0.279893E+01   0.316434E-01  -0.309631E+01
  2470   0.860441E+02   0.280147E+01   0.316053E-01  -0.308200E+01
  2471   0.857831E+02   0.280409E+01   0.315672E-01  -0.306835E+01
  2472   0.855225E+02   0.280679E+01   0.315291E-01  -0.305536E+01
  2473   0.852623E+02   0.280956E+01   0.314910E-01  -0.304301E+01
  2474   0.850023E+02   0.281240E+01   0.314529E-01  -0.303132E+01
  2475   0.847434E+02   0.281530E+01   0.314149E-01  -0.302029E+01
  2476   0.844848E+02   0.281826E+01   0.313768E-01  -0.300990E+01
  2477   0.842271E+02   0.282128E+01   0.313388E-01  -0.300015E+01
  2478   0.839704E+02   0.282435E+01   0.313008E-01  -0.299104E+01
  2479   0.837146E+02   0.282748E+01   0.312627E-01  -0.298256E+01
  2480   0.834589E+02   0.283064E+01   0.312247E-01  -0.297472E+01
  2481   0.832048E+02   0.283385E+01   0.311867E-01  -0.296750E+01
  2482   0.829515E+02   0.283710E+01   0.311488E-01  -0.296091E+01
  2483   0.826991E+02   0.284038E+01   0.311108E-01  -0.295495E+01
  2484   0.824474E+02   0.284369E+01   0.310728E-01  -0.294959E+01
  2485   0.821972E+02   0.284703E+01   0.310349E-01  -0.294485E+01
  2486   0.819484E+02   0.285040E+01   0.309970E-01  -0.294071E+01
  2487   0.817004E+02   0.285377E+01   0.309591E-01  -0.293718E+01
  2488   0.814538E+02   0.285717E+01   0.309212E-01  -0.293425E+01
  2489   0.812078E+02   0.286057E+01   0.308833E-01  -0.293191E+01
  2490   0.809633E+02   0.286397E+01   0.308455E-01  -0.293016E+01
  2491   0.807208E+02   0.286739E+01   0.308077E-01  -0.292899E+01
  2492   0.804789E+02   0.287080E+01   0.307699E-01  -0.292840E+01
  2493   0.802383E+02   0.287420E+01   0.307321E-01  -0.292838E+01
  2494   0.799994E+02   0.287761E+01   0.306943E-01  -0.292893E+01
  2495   0.797618E+02   0.288099E+01   0.306566E-01  -0.293002E+01
  2496   0.795257E+02   0.288437E+01   0.306189E-01  -0.293167E+01
  2497   0.792912E+02   0.288772E+01   0.305812E-01  -0.293387E+01
  2498   0.790581E+02   0.289106E+01   0.305436E-01  -0.293660E+01
  2499   0.788266E+02   0.289436E+01   0.305060E-01  -0.293986E+01
  2500   0.785967E+02   0.289764E+01   0.304684E-01  -0.294364E+01
  2501   0.783683E+02   0.290087E+01   0.304309E-01  -0.294794E+01
  2502   0.781416E+02   0.290407E+01   0.303933E-01  -0.295274E+01
  2503   0.779165E+02   0.290723E+01   0.303559E-01  -0.295805E+01
  2504   0.776930E+02   0.291034E+01   0.303184E-01  -0.296385E+01
  2505   0.774713E+02   0.291340E+01   0.302811E-01  -0.297013E+01
  2506   0.772512E+02   0.291641E+01   0.302437E-01  -0.297690E+01
  2507   0.770329E+02   0.291936E+01   0.302064E-01  -0.298412E+01
  2508   0.768164E+02   0.292226E+01   0.301692E-01  -0.299180E+01
  2509   0.766015E+02   0.292510E+01   0.301320E-01  -0.299994E+01
  2510   0.763885E+02   0.292786E+01   0.300948E-01  -0.300851E+01
  2511   0.761772E+02   0.293057E+01   0.300577E-01  -0.301751E+01
  2512   0.759679E+02   0.293321E+01   0.300206E-01  -0.302693E+01
  2513   0.757602E+02   0.293576E+01   0.299836E-01  -0.303677E+01
  2514   0.755544E+02   0.293825E+01   0.299467E-01  -0.304700E+01
  2515   0.753504E+02   0.294065E+01   0.299098E-01  -0.305763E+01
  2516   0.751482E+02   0.294297E+01   0.298730E-01  -0.306863E+01
  2517   0.749479E+02   0.294520E+01   0.298362E-01  -0.308002E+01
  2518   0.747493E+02   0.294734E+01   0.297995E-01  -0.309176E+01
  2519   0.745526E+02   0.294940E+01   0.297628E-01  -0.310386E+01
  2520   0.743577E+02   0.295135E+01   0.297262E-01  -0.311630E+01
  2521   0.741646E+02   0.295321E+01   0.296897E-01  -0.312907E+01
  2522   0.739734E+02   0.295497E+01   0.296532E-01  -0.314216E+01
  2523   0.737839E+02   0.295663E+01   0.296168E-01  -0.315556E+01
  2524   0.735963E+02   0.295819E+01   0.295805E-01  -0.316926E+01
  2525   0.734105E+02   0.295964E+01   0.295442E-01  -0.318325E+01
  2526   0.732266E+02   0.296097E+01   0.295080E-01  -0.319751E+01
  2527   0.730444E+02   0.296221E+01   0.294719E-01  -0.321204E+01
  2528   0.728641E+02   0.296332E+01   0.294358E-01  -0.322683E+01
  2529   0.726856E+02   0.296433E+01   0.293998E-01  -0.324185E+01
  2530   0.725089E+02   0.296522E+01   0.293638E-01  -0.325712E+01
  2531   0.723340E+02   0.296599E+01   0.293280E-01  -0.327260E+01
  2532   0.721609E+02   0.296664E+01   0.292921E-01  -0.328829E+01
  2533   0.719896E+02   0.296717E+01   0.292564E-01  -0.330418E+01
  2534   0.718201E+02   0.296757E+01   0.292207E-01  -0.332026E+01
  2535   0.716524E+02   0.296785E+01   0.291851E-01  -0.333652E+01
  2536   0.714864E+02   0.296799E+01   0.291495E-01  -0.335295E+01
  2537   0.713223E+02   0.296801E+01   0.291140E-01  -0.336953E+01
  2538   0.711598E+02   0.296789E+01   0.290786E-01  -0.338626E+01
  2539   0.709991E+02   0.296764E+01   0.290432E-01  -0.340313E+01
  2540   0.708403E+02   0.296725E+01   0.290079E-01  -0.342011E+01
  2541   0.706831E+02   0.296674E+01   0.289727E-01  -0.343722E+01
  2542   0.705277E+02   0.296607E+01   0.289375E-01  -0.345442E+01
  2543   0.703742E+02   0.296529E+01   0.289024E-01  -0.347172E+01
  2544   0.702224E+02   0.296436E+01   0.288673E-01  -0.348910E+01
  2545   0.700723E+02   0.296330E+01   0.288323E-01  -0.350655E+01
  2546   0.699241E+02   0.296210E+01   0.287974E-01  -0.352406E+01
  2547   0.697776E+02   0.296077E+01   0.287625E-01  -0.354162E+01
  2548   0.696328E+02   0.295929E+01   0.287276E-01  -0.355922E+01
  2549   0.694899E+02   0.295768E+01   0.286929E-01  -0.357684E+01
  2550   0.693486E+02   0.295592E+01   0.286582E-01  -0.359449E+01
  2551   0.692091E+02   0.295403E+01   0.286235E-01  -0.361214E+01
  2552   0.690714E+02   0.295199E+01   0.285889E-01  -0.362979E+01
  2553   0.689354E+02   0.294980E+01   0.285544E-01  -0.364743E+01
  2554   0.688012E+02   0.294747E+01   0.285199E-01  -0.366505E+01
  2555   0.686687E+02   0.294499E+01   0.284855E-01  -0.368264E+01
  2556   0.685378E+02   0.294238E+01   0.284511E-01  -0.370018E+01
  2557   0.684088E+02   0.293962E+01   0.284168E-01  -0.371768E+01
  2558   0.682814E+02   0.293671E+01   0.283825E-01  -0.373512E+01
  2559   0.681558E+02   0.293367E+01   0.283483E-01  -0.375249E+01
  2560   0.680320E+02   0.293048E+01   0.283142E-01  -0.376978E+01
  2561   0.679099E+02   0.292714E+01   0.282801E-01  -0.378698E+01
  2562   0.677894E+02   0.292366E+01   0.282461E-01  -0.380409E+01
  2563   0.676707E+02   0.292004E+01   0.282121E-01  -0.382109E+01
  2564   0.675536E+02   0.291627E+01   0.281782E-01  -0.383798E+01
  2565   0.674381E+02   0.291235E+01   0.281444E-01  -0.385475E+01
  2566   0.673243E+02   0.290829E+01   0.281106E-01  -0.387137E+01
  2567   0.672122E+02   0.290409E+01   0.280769E-01  -0.388786E+01
  2568   0.671017E+02   0.289975E+01   0.280432E-01  -0.390420E+01
  2569   0.669928E+02   0.289526E+01   0.280096E-01  -0.392038E+01
  2570   0.668854E+02   0.289063E+01   0.279761E-01  -0.393639E+01
  2571   0.667798E+02   0.288587E+01   0.279426E-01  -0.395224E+01
  2572   0.666756E+02   0.288097E+01   0.279092E-01  -0.396790E+01
  2573   0.665730E+02   0.287593E+01   0.278759E-01  -0.398337E+01
  2574   0.664720E+02   0.287077E+01   0.278426E-01  -0.399865E+01
  2575   0.663724E+02   0.286547E+01   0.278094E-01  -0.401372E+01
  2576   0.662744E+02   0.286004E+01   0.277763E-01  -0.402858E+01
  2577   0.661777E+02   0.285447E+01   0.277432E-01  -0.404322E+01
  2578   0.660825E+02   0.284878E+01   0.277102E-01  -0.405763E+01
  2579   0.659887E+02   0.284295E+01   0.276773E-01  -0.407180E+01
  2580   0.658962E+02   0.283700E+01   0.276445E-01  -0.408573E+01
  2581   0.658050E+02   0.283092E+01   0.276117E-01  -0.409940E+01
  2582   0.657151E+02   0.282471E+01   0.275790E-01  -0.411282E+01
  2583   0.656266E+02   0.281838E+01   0.275464E-01  -0.412596E+01
  2584   0.655392E+02   0.281192E+01   0.275139E-01  -0.413884E+01
  2585   0.654530E+02   0.280534E+01   0.274814E-01  -0.415143E+01
  2586   0.653679E+02   0.279864E+01   0.274490E-01  -0.416375E+01
  2587   0.652839E+02   0.279182E+01   0.274167E-01  -0.417576E+01
  2588   0.652011E+02   0.278487E+01   0.273844E-01  -0.418747E+01
  2589   0.651193E+02   0.277782E+01   0.273523E-01  -0.419888E+01
  2590   0.650384E+02   0.277064E+01   0.273202E-01  -0.420997E+01
  2591   0.649586E+02   0.276336E+01   0.272881E-01  -0.422074E+01
  2592   0.648797E+02   0.275595E+01   0.272562E-01  -0.423119E+01
  2593   0.648016E+02   0.274842E+01   0.272243E-01  -0.424129E+01
  2594   0.647243E+02   0.274080E+01   0.271925E-01  -0.425106E+01
  2595   0.646479E+02   0.273305E+01   0.271608E-01  -0.426048E+01
  2596   0.645722E+02   0.272520E+01   0.271291E-01  -0.426955E+01
  2597   0.644972E+02   0.271724E+01   0.270975E-01  -0.427827E+01
  2598   0.644229E+02   0.270918E+01   0.270660E-01  -0.428663E+01
  2599   0.643493E+02   0.270101E+01   0.270346E-01  -0.429463E+01
  2600   0.642763E+02   0.269274E+01   0.270032E-01  -0.430225E+01
