#    L    TT             EE             TE             PP             TP          
  2425   0.970575E+02   0.223234E+01  -0.366665E+01   0.675644E+05   0.194953E+01
  2426   0.967552E+02   0.223014E+01  -0.359846E+01   0.675130E+05   0.166833E+01
  2427   0.964500E+02   0.222839E+01  -0.353112E+01   0.674617E+05   0.139308E+01
  2428   0.961425E+02   0.222707E+01  -0.346463E+01   0.674105E+05   0.112449E+01
  2429   0.958328E+02   0.222618E+01  -0.339903E+01   0.673593E+05   0.863301E+00
  2430   0.955202E+02   0.222570E+01  -0.333432E+01   0.673082E+05   0.610239E+00
  2431   0.952053E+02   0.222564E+01  -0.327053E+01   0.672571E+05   0.366033E+00
  2432   0.948882E+02   0.222600E+01  -0.320769E+01   0.672061E+05   0.131413E+00
  2433   0.945688E+02   0.222676E+01  -0.314580E+01   0.671551E+05  -0.928923E-01
  2434   0.942480E+02   0.222792E+01  -0.308488E+01   0.671042E+05  -0.306153E+00
  2435   0.939241E+02   0.222948E+01  -0.302496E+01   0.670533E+05  -0.507639E+00
  2436   0.935988E+02   0.223143E+01  -0.296604E+01   0.670025E+05  -0.696622E+00
  2437   0.932713E+02   0.223375E+01  -0.290815E+01   0.669518E+05  -0.872372E+00
  2438   0.929423E+02   0.223646E+01  -0.285129E+01   0.669011E+05  -0.103416E+01
  2439   0.926110E+02   0.223954E+01  -0.279548E+01   0.668504E+05  -0.118125E+01
  2440   0.922783E+02   0.224298E+01  -0.274075E+01   0.667999E+05  -0.131293E+01
  2441   0.919440E+02   0.224679E+01  -0.268710E+01   0.667493E+05  -0.142845E+01
  2442   0.916083E+02   0.225095E+01  -0.263454E+01   0.666988E+05  -0.152710E+01
  2443   0.912703E+02   0.225545E+01  -0.258309E+01   0.666484E+05  -0.160813E+01
  2444   0.909316E+02   0.226029E+01  -0.253276E+01   0.665981E+05  -0.167083E+01
  2445   0.905922E+02   0.226548E+01  -0.248356E+01   0.665477E+05  -0.171445E+01
  2446   0.902505E+02   0.227098E+01  -0.243550E+01   0.664975E+05  -0.173828E+01
  2447   0.899088E+02   0.227682E+01  -0.238861E+01   0.664473E+05  -0.174159E+01
  2448   0.895656E+02   0.228296E+01  -0.234288E+01   0.663971E+05  -0.172363E+01
  2449   0.892209E+02   0.228941E+01  -0.229833E+01   0.663470E+05  -0.168369E+01
  2450   0.888762E+02   0.229616E+01  -0.225496E+01   0.662970E+05  -0.162103E+01
  2451   0.885300E+02   0.230320E+01  -0.221279E+01   0.662470E+05  -0.153520E+01
  2452   0.881838E+02   0.231053E+01  -0.217181E+01   0.661970E+05  -0.142679E+01
  2453   0.878361E+02   0.231813E+01  -0.213205E+01   0.661471E+05  -0.129666E+01
  2454   0.874885E+02   0.232602E+01  -0.209351E+01   0.660973E+05  -0.114569E+01
  2455   0.871400E+02   0.233416E+01  -0.205620E+01   0.660475E+05  -0.974747E+00
  2456   0.867916E+02   0.234255E+01  -0.202011E+01   0.659978E+05  -0.784691E+00
  2457   0.864431E+02   0.235120E+01  -0.198526E+01   0.659481E+05  -0.576392E+00
  2458   0.860939E+02   0.236008E+01  -0.195166E+01   0.658985E+05  -0.350715E+00
  2459   0.857440E+02   0.236921E+01  -0.191931E+01   0.658489E+05  -0.108529E+00
  2460   0.853948E+02   0.237855E+01  -0.188820E+01   0.657994E+05   0.149300E+00
  2461   0.850456E+02   0.238812E+01  -0.185835E+01   0.657499E+05   0.421905E+00
  2462   0.846956E+02   0.239789E+01  -0.182976E+01   0.657005E+05   0.708418E+00
  2463   0.843471E+02   0.240787E+01  -0.180243E+01   0.656511E+05   0.100797E+01
  2464   0.839979E+02   0.241805E+01  -0.177636E+01   0.656018E+05   0.131971E+01
  2465   0.836494E+02   0.242841E+01  -0.175155E+01   0.655525E+05   0.164275E+01
  2466   0.833009E+02   0.243895E+01  -0.172801E+01   0.655033E+05   0.197623E+01
  2467   0.829532E+02   0.244966E+01  -0.170573E+01   0.654542E+05   0.231928E+01
  2468   0.826062E+02   0.246055E+01  -0.168471E+01   0.654051E+05   0.267105E+01
  2469   0.822599E+02   0.247158E+01  -0.166496E+01   0.653560E+05   0.303065E+01
  2470   0.819136E+02   0.248277E+01  -0.164646E+01   0.653070E+05   0.339723E+01
  2471   0.815688E+02   0.249409E+01  -0.162922E+01   0.652581E+05   0.376991E+01
  2472   0.812248E+02   0.250554E+01  -0.161324E+01   0.652092E+05   0.414784E+01
  2473   0.808815E+02   0.251712E+01  -0.159852E+01   0.651603E+05   0.453014E+01
  2474   0.805389E+02   0.252882E+01  -0.158504E+01   0.651115E+05   0.491594E+01
  2475   0.801978E+02   0.254062E+01  -0.157281E+01   0.650628E+05   0.530438E+01
  2476   0.798575E+02   0.255253E+01  -0.156183E+01   0.650141E+05   0.569460E+01
  2477   0.795186E+02   0.256453E+01  -0.155208E+01   0.649654E+05   0.608572E+01
  2478   0.791812E+02   0.257661E+01  -0.154357E+01   0.649169E+05   0.647688E+01
  2479   0.788454E+02   0.258877E+01  -0.153627E+01   0.648683E+05   0.686722E+01
  2480   0.785102E+02   0.260099E+01  -0.153020E+01   0.648198E+05   0.725585E+01
  2481   0.781773E+02   0.261329E+01  -0.152532E+01   0.647714E+05   0.764193E+01
  2482   0.778459E+02   0.262564E+01  -0.152165E+01   0.647230E+05   0.802457E+01
  2483   0.775159E+02   0.263803E+01  -0.151918E+01   0.646747E+05   0.840293E+01
  2484   0.771875E+02   0.265047E+01  -0.151790E+01   0.646264E+05   0.877611E+01
  2485   0.768612E+02   0.266294E+01  -0.151779E+01   0.645781E+05   0.914327E+01
  2486   0.765372E+02   0.267543E+01  -0.151885E+01   0.645300E+05   0.950353E+01
  2487   0.762147E+02   0.268793E+01  -0.152107E+01   0.644818E+05   0.985603E+01
  2488   0.758944E+02   0.270045E+01  -0.152444E+01   0.644337E+05   0.101999E+02
  2489   0.755756E+02   0.271297E+01  -0.152896E+01   0.643857E+05   0.105343E+02
  2490   0.752591E+02   0.272547E+01  -0.153460E+01   0.643377E+05   0.108583E+02
  2491   0.749455E+02   0.273797E+01  -0.154136E+01   0.642898E+05   0.111711E+02
  2492   0.746334E+02   0.275044E+01  -0.154924E+01   0.642419E+05   0.114717E+02
  2493   0.743235E+02   0.276288E+01  -0.155821E+01   0.641941E+05   0.117594E+02
  2494   0.740162E+02   0.277530E+01  -0.156826E+01   0.641463E+05   0.120333E+02
  2495   0.737112E+02   0.278766E+01  -0.157937E+01   0.640985E+05   0.122925E+02
  2496   0.734088E+02   0.279998E+01  -0.159155E+01   0.640509E+05   0.125361E+02
  2497   0.731088E+02   0.281224E+01  -0.160477E+01   0.640032E+05   0.127633E+02
  2498   0.728114E+02   0.282444E+01  -0.161903E+01   0.639556E+05   0.129732E+02
  2499   0.725166E+02   0.283655E+01  -0.163430E+01   0.639081E+05   0.131649E+02
  2500   0.722244E+02   0.284860E+01  -0.165057E+01   0.638606E+05   0.133376E+02
  2501   0.719349E+02   0.286055E+01  -0.166783E+01   0.638132E+05   0.134906E+02
  2502   0.716482E+02   0.287241E+01  -0.168607E+01   0.637658E+05   0.136243E+02
  2503   0.713642E+02   0.288416E+01  -0.170527E+01   0.637184E+05   0.137393E+02
  2504   0.710830E+02   0.289581E+01  -0.172541E+01   0.636711E+05   0.138360E+02
  2505   0.708048E+02   0.290735E+01  -0.174648E+01   0.636239E+05   0.139152E+02
  2506   0.705293E+02   0.291876E+01  -0.176847E+01   0.635767E+05   0.139773E+02
  2507   0.702570E+02   0.293004E+01  -0.179134E+01   0.635296E+05   0.140230E+02
  2508   0.699875E+02   0.294120E+01  -0.181509E+01   0.634825E+05   0.140527E+02
  2509   0.697211E+02   0.295222E+01  -0.183971E+01   0.634354E+05   0.140672E+02
  2510   0.694578E+02   0.296309E+01  -0.186516E+01   0.633884E+05   0.140669E+02
  2511   0.691976E+02   0.297382E+01  -0.189145E+01   0.633415E+05   0.140524E+02
  2512   0.689406E+02   0.298439E+01  -0.191854E+01   0.632946E+05   0.140244E+02
  2513   0.686867E+02   0.299479E+01  -0.194643E+01   0.632477E+05   0.139833E+02
  2514   0.684360E+02   0.300503E+01  -0.197509E+01   0.632009E+05   0.139297E+02
  2515   0.681886E+02   0.301509E+01  -0.200449E+01   0.631541E+05   0.138643E+02
  2516   0.679444E+02   0.302498E+01  -0.203464E+01   0.631074E+05   0.137875E+02
  2517   0.677034E+02   0.303467E+01  -0.206550E+01   0.630608E+05   0.137001E+02
  2518   0.674658E+02   0.304418E+01  -0.209707E+01   0.630141E+05   0.136024E+02
  2519   0.672315E+02   0.305350E+01  -0.212931E+01   0.629676E+05   0.134952E+02
  2520   0.670005E+02   0.306261E+01  -0.216221E+01   0.629211E+05   0.133790E+02
  2521   0.667729E+02   0.307152E+01  -0.219575E+01   0.628746E+05   0.132543E+02
  2522   0.665487E+02   0.308022E+01  -0.222991E+01   0.628282E+05   0.131217E+02
  2523   0.663278E+02   0.308871E+01  -0.226467E+01   0.627818E+05   0.129819E+02
  2524   0.661103E+02   0.309698E+01  -0.230000E+01   0.627355E+05   0.128353E+02
  2525   0.658964E+02   0.310503E+01  -0.233590E+01   0.626892E+05   0.126826E+02
  2526   0.656859E+02   0.311284E+01  -0.237233E+01   0.626430E+05   0.125243E+02
  2527   0.654787E+02   0.312044E+01  -0.240928E+01   0.625968E+05   0.123609E+02
  2528   0.652752E+02   0.312780E+01  -0.244673E+01   0.625507E+05   0.121932E+02
  2529   0.650751E+02   0.313491E+01  -0.248464E+01   0.625046E+05   0.120216E+02
  2530   0.648784E+02   0.314179E+01  -0.252302E+01   0.624585E+05   0.118467E+02
  2531   0.646853E+02   0.314843E+01  -0.256183E+01   0.624125E+05   0.116690E+02
  2532   0.644956E+02   0.315481E+01  -0.260104E+01   0.623666E+05   0.114893E+02
  2533   0.643095E+02   0.316094E+01  -0.264065E+01   0.623207E+05   0.113079E+02
  2534   0.641269E+02   0.316682E+01  -0.268063E+01   0.622748E+05   0.111256E+02
  2535   0.639477E+02   0.317243E+01  -0.272096E+01   0.622290E+05   0.109429E+02
  2536   0.637720E+02   0.317778E+01  -0.276161E+01   0.621833E+05   0.107602E+02
  2537   0.635999E+02   0.318286E+01  -0.280257E+01   0.621376E+05   0.105784E+02
  2538   0.634312E+02   0.318767E+01  -0.284381E+01   0.620919E+05   0.103978E+02
  2539   0.632660E+02   0.319221E+01  -0.288533E+01   0.620463E+05   0.102190E+02
  2540   0.631042E+02   0.319647E+01  -0.292708E+01   0.620007E+05   0.100427E+02
  2541   0.629460E+02   0.320046E+01  -0.296905E+01   0.619552E+05   0.986947E+01
  2542   0.627912E+02   0.320416E+01  -0.301122E+01   0.619097E+05   0.969978E+01
  2543   0.626399E+02   0.320760E+01  -0.305357E+01   0.618643E+05   0.953425E+01
  2544   0.624921E+02   0.321074E+01  -0.309608E+01   0.618189E+05   0.937344E+01
  2545   0.623477E+02   0.321361E+01  -0.313873E+01   0.617736E+05   0.921794E+01
  2546   0.622068E+02   0.321619E+01  -0.318148E+01   0.617283E+05   0.906832E+01
  2547   0.620693E+02   0.321848E+01  -0.322433E+01   0.616831E+05   0.892514E+01
  2548   0.619351E+02   0.322049E+01  -0.326725E+01   0.616379E+05   0.878899E+01
  2549   0.618044E+02   0.322221E+01  -0.331022E+01   0.615927E+05   0.866043E+01
  2550   0.616769E+02   0.322364E+01  -0.335322E+01   0.615476E+05   0.854003E+01
  2551   0.615529E+02   0.322477E+01  -0.339624E+01   0.615026E+05   0.842821E+01
  2552   0.614322E+02   0.322560E+01  -0.343923E+01   0.614575E+05   0.832467E+01
  2553   0.613147E+02   0.322613E+01  -0.348220E+01   0.614126E+05   0.822895E+01
  2554   0.612005E+02   0.322637E+01  -0.352511E+01   0.613677E+05   0.814060E+01
  2555   0.610896E+02   0.322631E+01  -0.356795E+01   0.613228E+05   0.805916E+01
  2556   0.609818E+02   0.322595E+01  -0.361069E+01   0.612780E+05   0.798417E+01
  2557   0.608773E+02   0.322529E+01  -0.365333E+01   0.612332E+05   0.791517E+01
  2558   0.607759E+02   0.322433E+01  -0.369583E+01   0.611884E+05   0.785172E+01
  2559   0.606777E+02   0.322308E+01  -0.373818E+01   0.611438E+05   0.779334E+01
  2560   0.605827E+02   0.322152E+01  -0.378036E+01   0.610991E+05   0.773958E+01
  2561   0.604906E+02   0.321966E+01  -0.382234E+01   0.610545E+05   0.768998E+01
  2562   0.604017E+02   0.321750E+01  -0.386412E+01   0.610100E+05   0.764409E+01
  2563   0.603157E+02   0.321504E+01  -0.390567E+01   0.609654E+05   0.760145E+01
  2564   0.602327E+02   0.321228E+01  -0.394697E+01   0.609210E+05   0.756160E+01
  2565   0.601526E+02   0.320921E+01  -0.398800E+01   0.608766E+05   0.752408E+01
  2566   0.600754E+02   0.320584E+01  -0.402874E+01   0.608322E+05   0.748844E+01
  2567   0.600011E+02   0.320218E+01  -0.406918E+01   0.607878E+05   0.745422E+01
  2568   0.599296E+02   0.319822E+01  -0.410930E+01   0.607436E+05   0.742095E+01
  2569   0.598610E+02   0.319395E+01  -0.414908E+01   0.606993E+05   0.738819E+01
  2570   0.597950E+02   0.318940E+01  -0.418851E+01   0.606551E+05   0.735547E+01
  2571   0.597319E+02   0.318455E+01  -0.422757E+01   0.606110E+05   0.732234E+01
  2572   0.596713E+02   0.317941E+01  -0.426624E+01   0.605668E+05   0.728834E+01
  2573   0.596134E+02   0.317399E+01  -0.430450E+01   0.605228E+05   0.725301E+01
  2574   0.595582E+02   0.316828E+01  -0.434235E+01   0.604787E+05   0.721590E+01
  2575   0.595055E+02   0.316229E+01  -0.437976E+01   0.604348E+05   0.717654E+01
  2576   0.594553E+02   0.315602E+01  -0.441671E+01   0.603908E+05   0.713448E+01
  2577   0.594076E+02   0.314946E+01  -0.445320E+01   0.603469E+05   0.708927E+01
  2578   0.593622E+02   0.314262E+01  -0.448920E+01   0.603031E+05   0.704043E+01
  2579   0.593193E+02   0.313552E+01  -0.452470E+01   0.602592E+05   0.698752E+01
  2580   0.592787E+02   0.312813E+01  -0.455968E+01   0.602155E+05   0.693008E+01
  2581   0.592403E+02   0.312047E+01  -0.459413E+01   0.601717E+05   0.686766E+01
  2582   0.592041E+02   0.311254E+01  -0.462804E+01   0.601281E+05   0.679978E+01
  2583   0.591702E+02   0.310435E+01  -0.466139E+01   0.600844E+05   0.672600E+01
  2584   0.591383E+02   0.309590E+01  -0.469417E+01   0.600408E+05   0.664586E+01
  2585   0.591085E+02   0.308717E+01  -0.472636E+01   0.599972E+05   0.655889E+01
  2586   0.590808E+02   0.307820E+01  -0.475796E+01   0.599537E+05   0.646465E+01
  2587   0.590549E+02   0.306897E+01  -0.478894E+01   0.599103E+05   0.636268E+01
  2588   0.590311E+02   0.305949E+01  -0.481930E+01   0.598668E+05   0.625251E+01
  2589   0.590092E+02   0.304975E+01  -0.484902E+01   0.598234E+05   0.613369E+01
  2590   0.589889E+02   0.303978E+01  -0.487810E+01   0.597801E+05   0.600577E+01
  2591   0.589705E+02   0.302956E+01  -0.490650E+01   0.597368E+05   0.586828E+01
  2592   0.589538E+02   0.301910E+01  -0.493424E+01   0.596935E+05   0.572076E+01
  2593   0.589386E+02   0.300840E+01  -0.496129E+01   0.596503E+05   0.556276E+01
  2594   0.589252E+02   0.299747E+01  -0.498763E+01   0.596071E+05   0.539383E+01
  2595   0.589132E+02   0.298630E+01  -0.501328E+01   0.595639E+05   0.521350E+01
  2596   0.589027E+02   0.297491E+01  -0.503820E+01   0.595208E+05   0.502131E+01
  2597   0.588936E+02   0.296330E+01  -0.506240E+01   0.594777E+05   0.481682E+01
  2598   0.588859E+02   0.295147E+01  -0.508587E+01   0.594347E+05   0.459955E+01
  2599   0.588795E+02   0.293943E+01  -0.510859E+01   0.593917E+05   0.436906E+01
  2600   0.588743E+02   0.292718E+01  -0.513055E+01   0.593488E+05   0.412488E+01
  2601   0.588705E+02   0.291472E+01  -0.515176E+01   0.593059E+05   0.386677E+01
  2602   0.588676E+02   0.290207E+01  -0.517220E+01   0.592630E+05   0.359529E+01
  2603   0.588660E+02   0.288922E+01  -0.519186E+01   0.592202E+05   0.331122E+01
  2604   0.588654E+02   0.287618E+01  -0.521074E+01   0.591774E+05   0.301535E+01
  2605   0.588657E+02   0.286295E+01  -0.522882E+01   0.591346E+05   0.270844E+01
  2606   0.588669E+02   0.284953E+01  -0.524612E+01   0.590919E+05   0.239128E+01
  2607   0.588690E+02   0.283594E+01  -0.526259E+01   0.590492E+05   0.206464E+01
  2608   0.588720E+02   0.282217E+01  -0.527826E+01   0.590066E+05   0.172930E+01
  2609   0.588756E+02   0.280823E+01  -0.529310E+01   0.589640E+05   0.138603E+01
  2610   0.588800E+02   0.279411E+01  -0.530713E+01   0.589215E+05   0.103562E+01
  2611   0.588850E+02   0.277984E+01  -0.532032E+01   0.588790E+05   0.678843E+00
  2612   0.588905E+02   0.276540E+01  -0.533268E+01   0.588365E+05   0.316474E+00
  2613   0.588966E+02   0.275081E+01  -0.534421E+01   0.587941E+05  -0.507089E-01
  2614   0.589031E+02   0.273608E+01  -0.535489E+01   0.587517E+05  -0.421928E+00
  2615   0.589100E+02   0.272120E+01  -0.536472E+01   0.587094E+05  -0.796406E+00
  2616   0.589173E+02   0.270618E+01  -0.537372E+01   0.586671E+05  -0.117336E+01
  2617   0.589249E+02   0.269102E+01  -0.538186E+01   0.586249E+05  -0.155203E+01
  2618   0.589327E+02   0.267574E+01  -0.538915E+01   0.585827E+05  -0.193162E+01
  2619   0.589407E+02   0.266033E+01  -0.539559E+01   0.585405E+05  -0.231136E+01
  2620   0.589489E+02   0.264480E+01  -0.540118E+01   0.584984E+05  -0.269047E+01
  2621   0.589572E+02   0.262916E+01  -0.540591E+01   0.584563E+05  -0.306817E+01
  2622   0.589655E+02   0.261341E+01  -0.540978E+01   0.584143E+05  -0.344370E+01
  2623   0.589737E+02   0.259755E+01  -0.541281E+01   0.583723E+05  -0.381626E+01
  2624   0.589819E+02   0.258160E+01  -0.541496E+01   0.583304E+05  -0.418508E+01
  2625   0.589899E+02   0.256554E+01  -0.541628E+01   0.582885E+05  -0.454939E+01
  2626   0.589977E+02   0.254941E+01  -0.541672E+01   0.582466E+05  -0.490841E+01
  2627   0.590054E+02   0.253317E+01  -0.541631E+01   0.582048E+05  -0.526136E+01
  2628   0.590126E+02   0.251687E+01  -0.541505E+01   0.581631E+05  -0.560746E+01
  2629   0.590196E+02   0.250049E+01  -0.541293E+01   0.581213E+05  -0.594593E+01
  2630   0.590260E+02   0.248403E+01  -0.540994E+01   0.580797E+05  -0.627601E+01
  2631   0.590321E+02   0.246751E+01  -0.540612E+01   0.580381E+05  -0.659690E+01
  2632   0.590376E+02   0.245093E+01  -0.540145E+01   0.579965E+05  -0.690784E+01
  2633   0.590426E+02   0.243430E+01  -0.539594E+01   0.579549E+05  -0.720804E+01
  2634   0.590470E+02   0.241762E+01  -0.538959E+01   0.579135E+05  -0.749674E+01
  2635   0.590508E+02   0.240091E+01  -0.538241E+01   0.578720E+05  -0.777314E+01
  2636   0.590539E+02   0.238415E+01  -0.537441E+01   0.578306E+05  -0.803648E+01
  2637   0.590563E+02   0.236737E+01  -0.536559E+01   0.577893E+05  -0.828597E+01
  2638   0.590579E+02   0.235056E+01  -0.535594E+01   0.577480E+05  -0.852084E+01
  2639   0.590588E+02   0.233373E+01  -0.534548E+01   0.577067E+05  -0.874032E+01
  2640   0.590587E+02   0.231689E+01  -0.533421E+01   0.576655E+05  -0.894362E+01
  2641   0.590577E+02   0.230003E+01  -0.532214E+01   0.576244E+05  -0.912996E+01
  2642   0.590557E+02   0.228317E+01  -0.530926E+01   0.575833E+05  -0.929858E+01
  2643   0.590528E+02   0.226629E+01  -0.529558E+01   0.575422E+05  -0.944869E+01
  2644   0.590487E+02   0.224943E+01  -0.528112E+01   0.575012E+05  -0.957951E+01
  2645   0.590435E+02   0.223257E+01  -0.526587E+01   0.574602E+05  -0.969027E+01
  2646   0.590372E+02   0.221573E+01  -0.524985E+01   0.574193E+05  -0.978019E+01
  2647   0.590298E+02   0.219890E+01  -0.523306E+01   0.573785E+05  -0.984849E+01
  2648   0.590210E+02   0.218210E+01  -0.521550E+01   0.573376E+05  -0.989440E+01
  2649   0.590111E+02   0.216532E+01  -0.519719E+01   0.572969E+05  -0.991713E+01
  2650   0.589998E+02   0.214858E+01  -0.517814E+01   0.572562E+05  -0.991592E+01
  2651   0.589872E+02   0.213187E+01  -0.515834E+01   0.572155E+05  -0.989019E+01
  2652   0.589732E+02   0.211521E+01  -0.513781E+01   0.571749E+05  -0.984023E+01
  2653   0.589577E+02   0.209859E+01  -0.511656E+01   0.571343E+05  -0.976653E+01
  2654   0.589407E+02   0.208201E+01  -0.509458E+01   0.570938E+05  -0.966958E+01
  2655   0.589223E+02   0.206550E+01  -0.507191E+01   0.570533E+05  -0.954989E+01
  2656   0.589022E+02   0.204904E+01  -0.504852E+01   0.570129E+05  -0.940795E+01
  2657   0.588806E+02   0.203265E+01  -0.502445E+01   0.569725E+05  -0.924424E+01
  2658   0.588573E+02   0.201633E+01  -0.499969E+01   0.569321E+05  -0.905927E+01
  2659   0.588324E+02   0.200007E+01  -0.497426E+01   0.568918E+05  -0.885353E+01
  2660   0.588057E+02   0.198390E+01  -0.494817E+01   0.568516E+05  -0.862751E+01
  2661   0.587774E+02   0.196781E+01  -0.492144E+01   0.568113E+05  -0.838171E+01
  2662   0.587474E+02   0.195180E+01  -0.489406E+01   0.567711E+05  -0.811663E+01
